"image.src","image.text","name.href","name.text","index","url"
"http://static.rada.gov.ua/dep_img6/but49.jpg","","http://itd.rada.gov.ua/mps/info/expage/2524/7","Абдуллін Олександр Рафкатович","1","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg6.jpg","","http://itd.rada.gov.ua/mps/info/expage/805/7","Азаров Микола Янович","2","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg63.jpg","","http://itd.rada.gov.ua/mps/info/expage/11095/7","Акімова Ірина Михайлівна","3","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/kpu19.jpg","","http://itd.rada.gov.ua/mps/info/expage/2110/7","Александровська Алла Олександрівна","4","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/kpu10.jpg","","http://itd.rada.gov.ua/mps/info/expage/5457/7","Алексєєв Ігор Вікторович","5","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg219.jpg","","http://itd.rada.gov.ua/mps/info/expage/8688/7","Андрос Сергій Олександрович","6","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns10.jpg","","http://itd.rada.gov.ua/mps/info/expage/11118/7","Ар'єв Володимир Ігорович","7","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns63.jpg","","http://itd.rada.gov.ua/mps/info/expage/8717/7","Аржевітін Станіслав Михайлович","8","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg71.jpg","","http://itd.rada.gov.ua/mps/info/expage/8718/7","Аркаллаєв Нуруліслам Гаджиєвич","9","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but106.jpg","","http://itd.rada.gov.ua/mps/info/expage/11149/7","Арутюнов Гарегін Рафаелович","10","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg7.jpg","","http://itd.rada.gov.ua/mps/info/expage/8719/7","Ахметов Рінат Леонідович","11","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but109.jpg","","http://itd.rada.gov.ua/mps/info/expage/11152/7","Бабаєв Олег Мейданович","12","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but144.jpg","","http://itd.rada.gov.ua/mps/info/expage/4427/7","Бабенко Валерій Борисович","13","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/kpu13.jpg","","http://itd.rada.gov.ua/mps/info/expage/2337/7","Бабурін Олексій Васильович","14","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but45.jpg","","http://itd.rada.gov.ua/mps/info/expage/5424/7","Баграєв Микола Георгійович","15","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/bvl6.jpg","","http://itd.rada.gov.ua/mps/info/expage/11151/7","Баранов Валерій Олексійович","16","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg228.jpg","","http://itd.rada.gov.ua/mps/info/expage/6033/7","Баранов-Мохорт Сергій Миколайович","17","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but154.jpg","","http://itd.rada.gov.ua/mps/info/expage/9776/7","Барвіненко Віталій Дмитрович","18","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg23.jpg","","http://itd.rada.gov.ua/mps/info/expage/5520/7","Бахтеєва Тетяна Дмитрівна","19","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/kpu7.jpg","","http://itd.rada.gov.ua/mps/info/expage/11138/7","Бевз Валерій Ананійович","20","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg60.jpg","","http://itd.rada.gov.ua/mps/info/expage/8720/7","Бевзенко Валерій Федорович","21","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/bvl16.jpg","","http://itd.rada.gov.ua/mps/info/expage/2210/7","Белоусова Ірина Анатоліївна","22","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg151.jpg","","http://itd.rada.gov.ua/mps/info/expage/11099/7","Бережна Ірина Григоріївна","23","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but178.jpg","","http://itd.rada.gov.ua/mps/info/expage/14393/7","Березкін Станіслав Семенович","24","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg229.jpg","","http://itd.rada.gov.ua/mps/info/expage/10427/7","Білаш Борис Федорович","25","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg33.jpg","","http://itd.rada.gov.ua/mps/info/expage/8723/7","Білий Олексій Петрович","26","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns44.jpg","","http://itd.rada.gov.ua/mps/info/expage/5503/7","Білозір Оксана Володимирівна","27","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but11.jpg","","http://itd.rada.gov.ua/mps/info/expage/2083/7","Білорус Олег Григорович","28","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but112.jpg","","http://itd.rada.gov.ua/mps/info/expage/4403/7","Бірюк Лев Васильович","29","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns81.jpg","","http://itd.rada.gov.ua/mps/info/expage/12642/7","Бобильов Олександр Фадійович","30","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg2.jpg","","http://itd.rada.gov.ua/mps/info/expage/3469/7","Богатирьова Раїса Василівна","31","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but146.jpg","","http://itd.rada.gov.ua/mps/info/expage/11173/7","Богдан Руслан Дмитрович","32","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg4.jpg","","http://itd.rada.gov.ua/mps/info/expage/2353/7","Богословська Інна Германівна","33","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg11.jpg","","http://itd.rada.gov.ua/mps/info/expage/8725/7","Богуслаєв Вячеслав Олександрович","34","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but85.jpg","","http://itd.rada.gov.ua/mps/info/expage/4048/7","Боднар-Петровська Ольга Борисівна","35","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg49.jpg","","http://itd.rada.gov.ua/mps/info/expage/11094/7","Бойко Юрій Анатолійович","36","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg181.jpg","","http://itd.rada.gov.ua/mps/info/expage/809/7","Болдирєв Юрій Олександрович","37","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but162.jpg","","http://itd.rada.gov.ua/mps/info/expage/11581/7","Болюра Антоніна Володимирівна","38","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns66.jpg","","http://itd.rada.gov.ua/mps/info/expage/8727/7","Бондар Олександр Миколайович","39","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg150.jpg","","http://itd.rada.gov.ua/mps/info/expage/8728/7","Бондаренко Віктор Вікторович","40","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but100.jpg","","http://itd.rada.gov.ua/mps/info/expage/1393/7","Бондаренко Володимир Дмитрович","41","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg146.jpg","","http://itd.rada.gov.ua/mps/info/expage/8729/7","Бондаренко Олена Анатоліївна","42","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but89.jpg","","http://itd.rada.gov.ua/mps/info/expage/2154/7","Бондаренко Олена Федорівна","43","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but114.jpg","","http://itd.rada.gov.ua/mps/info/expage/11153/7","Бондарєв Костянтин Анатолійович","44","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg130.jpg","","http://itd.rada.gov.ua/mps/info/expage/8398/7","Бондик Валерій Анатолійович","45","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns71.jpg","","http://itd.rada.gov.ua/mps/info/expage/8730/7","Борисов Валерій Дмитрович","46","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but139.jpg","","http://itd.rada.gov.ua/mps/info/expage/11170/7","Бородін Всеволод Володимирович","47","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg168.jpg","","http://itd.rada.gov.ua/mps/info/expage/8731/7","Борт Віталій Петрович","48","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg187.jpg","","http://itd.rada.gov.ua/mps/info/expage/13559/7","Боярчук Олексій Валерійович","49","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but98.jpg","","http://itd.rada.gov.ua/mps/info/expage/8690/7","Буджерак Олександр Олександрович","50","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg101.jpg","","http://itd.rada.gov.ua/mps/info/expage/11104/7","Букаєв Валерій Олександрович","51","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/reg134.jpg","","http://itd.rada.gov.ua/mps/info/expage/8733/7","Бурлаков Павло Миколайович","52","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but69.jpg","","http://itd.rada.gov.ua/mps/info/expage/5499/7","Буряк Олександр Васильович","53","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/but38.jpg","","http://itd.rada.gov.ua/mps/info/expage/1352/7","Буряк Сергій Васильович","54","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns61.jpg","","http://itd.rada.gov.ua/mps/info/expage/11132/7","Бут Юрій Анатолійович","55","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
"http://static.rada.gov.ua/dep_img6/nuns15.jpg","","http://itd.rada.gov.ua/mps/info/expage/11120/7","Вакарчук Святослав Іванович","56","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=7"
