"name.href","name.text","image.src","image.text","index","url"
"http://itd.rada.gov.ua/mps/info/page/15768","Дерев'янко Юрій Богданович","http://static.rada.gov.ua/dep_img8/d87_1.jpg","","99","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/2284","Деркач Андрій Леонідович","http://static.rada.gov.ua/dep_img8/d159_1.jpg","","100","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/6130","Дехтярчук Олександр Володимирович","http://static.rada.gov.ua/dep_img8/d154_1.jpg","","101","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/2394","Джемілєв Мустафа","http://static.rada.gov.ua/dep_img8/bp5.jpg","","102","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15652","Дзензерський Денис Вікторович","http://static.rada.gov.ua/dep_img8/nf24.jpg","","103","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18082","Дзюблик Павло Володимирович","http://static.rada.gov.ua/dep_img8/d66_1.jpg","","104","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15767","Дирів Анатолій Борисович","http://static.rada.gov.ua/dep_img8/d86_1.jpg","","105","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18017","Діденко Ігор Анатолійович","http://static.rada.gov.ua/dep_img8/sp18.jpg","","106","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18083","Дідич Валентин Володимирович","http://static.rada.gov.ua/dep_img8/d40_1.jpg","","107","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18084","Дмитренко Олег Миколайович","http://static.rada.gov.ua/dep_img8/d210_1.jpg","","108","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15818","Добкін Дмитро Маркович","http://static.rada.gov.ua/dep_img8/d178_1.jpg","","109","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/5578","Добкін Михайло Маркович","http://static.rada.gov.ua/dep_img8/ob3.jpg","","110","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18085","Добродомов Дмитро Євгенович","http://static.rada.gov.ua/dep_img8/d115_1.jpg","","111","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/6201","Довбенко Михайло Володимирович","http://static.rada.gov.ua/dep_img8/d84_1.jpg","","112","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18086","Довгий Олесь Станіславович","http://static.rada.gov.ua/dep_img8/d102_1.jpg","","113","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15644","Долженков Олександр Валерійович","http://static.rada.gov.ua/dep_img8/ob23.jpg","","114","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15727","Домбровський Олександр Георгійович","http://static.rada.gov.ua/dep_img8/d11_1.jpg","","115","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/3849","Донець Тетяна Анатоліївна","http://static.rada.gov.ua/dep_img8/nf20.jpg","","116","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18221","Драюк Сергій Євсейович","http://static.rada.gov.ua/dep_img8/nf71.jpg","","117","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18222","Дроздик Олександр Валерійович","http://static.rada.gov.ua/dep_img8/nf74.jpg","","118","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/12272","Дубіль Валерій Олександрович","http://static.rada.gov.ua/dep_img8/but19.jpg","","119","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18087","Дубінін Олександр Іванович","http://static.rada.gov.ua/dep_img8/d30_1.jpg","","120","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18088","Дубневич Богдан Васильович","http://static.rada.gov.ua/dep_img8/d118_1.jpg","","121","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15790","Дубневич Ярослав Васильович","http://static.rada.gov.ua/dep_img8/d120_1.jpg","","122","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/15780","Дунаєв Сергій Володимирович","http://static.rada.gov.ua/dep_img8/d107_1.jpg","","123","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18089","Євлахов Анатолій Сергійович","http://static.rada.gov.ua/dep_img8/d207_1.jpg","","124","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/11728","Євтушок Сергій Миколайович","http://static.rada.gov.ua/dep_img8/d156_1.jpg","","125","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/18016","Єднак Остап Володимирович","http://static.rada.gov.ua/dep_img8/sp17.jpg","","126","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/17959","Єленський Віктор Євгенович","http://static.rada.gov.ua/dep_img8/nf38.jpg","","127","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
"http://itd.rada.gov.ua/mps/info/page/4761","Ємець Леонід Олександрович","http://static.rada.gov.ua/dep_img8/d221_1.jpg","","128","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=9"
