"image.src","image.text","name.href","name.text","index","url"
"http://static.rada.gov.ua/dep_img4/d156.jpg","","http://itd.rada.gov.ua/mps/info/expage/2524/5","Абдуллін Олександр Рафкатович","1","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/d54.jpg","","http://itd.rada.gov.ua/mps/info/expage/5523/5","Авраменко Володимир Федорович","2","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/d132.jpg","","http://itd.rada.gov.ua/mps/info/expage/2326/5","Акопян Валерій Григорович","3","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/kpu21.jpg","","http://itd.rada.gov.ua/mps/info/expage/2110/5","Александровська Алла Олександрівна","4","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/kpu50.jpg","","http://itd.rada.gov.ua/mps/info/expage/5457/5","Алексєєв Ігор Вікторович","5","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/nu52.jpg","","http://itd.rada.gov.ua/mps/info/expage/661/5","Альошин Валерій Борисович","6","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/kpu40.jpg","","http://itd.rada.gov.ua/mps/info/expage/2961/5","Анастасієв Валентин Олексійович","7","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/sdpu10.jpg","","http://itd.rada.gov.ua/mps/info/expage/2222/5","Андресюк Борис Павлович","8","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/d30.jpg","","http://itd.rada.gov.ua/mps/info/expage/5429/5","Анісімов В'ячеслав Олександрович","9","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
"http://static.rada.gov.ua/dep_img4/kpu33.jpg","","http://itd.rada.gov.ua/mps/info/expage/2104/5","Аніщук Володимир Васильович","10","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=5"
