Герман Ганна Миколаївна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD_%D0%93%D0%B0%D0%BD%D0%BD%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D1%97%D0%B2%D0%BD%D0%B0
Скубашевський Станіслав Валеріанович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D1%83%D0%B1%D0%B0%D1%88%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Близнюк Анатолій Михайлович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BD%D1%8E%D0%BA_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Шаров Ігор Федорович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Олійник Володимир Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D1%96%D0%B9%D0%BD%D0%B8%D0%BA_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Табачнік Яків Піневич	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B1%D0%B0%D1%87%D0%BD%D1%96%D0%BA_%D0%AF%D0%BA%D1%96%D0%B2_%D0%9F%D1%96%D0%BD%D0%B5%D0%B2%D0%B8%D1%87
Макеєнко Володимир Володимирович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B5%D1%94%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Тедеєв Ельбрус Сосланович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B4%D0%B5%D1%94%D0%B2_%D0%95%D0%BB%D1%8C%D0%B1%D1%80%D1%83%D1%81_%D0%A1%D0%BE%D1%81%D0%BB%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Чечетов Михайло Васильович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D1%87%D0%B5%D1%82%D0%BE%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87
Янукович Віктор Вікторович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%AF%D0%BD%D1%83%D0%BA%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Хомутиннік Віталій Юрійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BC%D1%83%D1%82%D0%B8%D0%BD%D0%BD%D1%96%D0%BA_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Іванющенко Юрій Володимирович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD%D1%8E%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Фабрикант Світлана Самуілівна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%82_%D0%A1%D0%B2%D1%96%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%A1%D0%B0%D0%BC%D1%83%D1%96%D0%BB%D1%96%D0%B2%D0%BD%D0%B0
Воропаєв Юрій Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BF%D0%B0%D1%94%D0%B2_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Шуфрич Нестор Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A8%D1%83%D1%84%D1%80%D0%B8%D1%87_%D0%9D%D0%B5%D1%81%D1%82%D0%BE%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Демидко Володимир Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%B8%D0%B4%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Гєллєр Євгеній Борисович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%93%D1%94%D0%BB%D0%BB%D1%94%D1%80_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D1%96%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87
Мальцев Володимир Олександрович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D1%86%D0%B5%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Вечерко Володимир Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%87%D0%B5%D1%80%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Мхітарян Нвєр Мнацаканович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D1%85%D1%96%D1%82%D0%B0%D1%80%D1%8F%D0%BD_%D0%9D%D0%B2%D1%94%D1%80_%D0%9C%D0%BD%D0%B0%D1%86%D0%B0%D0%BA%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Кий Сергій Вікторович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9A%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Демянко Микола Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D1%8F%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Дудка Володимир Володимирович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%94%D1%83%D0%B4%D0%BA%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Васадзе Таріел Шакрович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B0%D0%B4%D0%B7%D0%B5_%D0%A2%D0%B0%D1%80%D1%96%D0%B5%D0%BB_%D0%A8%D0%B0%D0%BA%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Хмельницький Василь Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Зарубінський Олег Олександрович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D1%80%D1%83%D0%B1%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Мірошниченко Юрій Романович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%80%D0%BE%D1%88%D0%BD%D0%B8%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%AE%D1%80%D1%96%D0%B9_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Турманов Віктор Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Селіваров Андрій Борисович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D1%96%D0%B2%D0%B0%D1%80%D0%BE%D0%B2_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87
Мошак Сергій Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D1%88%D0%B0%D0%BA_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Кузьмук Олександр Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Єгоров Олександр Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%84%D0%B3%D0%BE%D1%80%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Ващук Катерина Тимофіївна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%89%D1%83%D0%BA_%D0%9A%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D1%96%D1%97%D0%B2%D0%BD%D0%B0
Веревський Андрій Михайлович	Партія регіонів	Багатомандатний округ	12.12.2012	05.03.2013[8]	https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Бондаренко Олена Анатоліївна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BD%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D1%97%D0%B2%D0%BD%D0%B0
Сігал Євген Якович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%B3%D0%B0%D0%BB_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%AF%D0%BA%D0%BE%D0%B2%D0%B8%D1%87
Смітюх Григорій Євдокимович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D1%96%D1%82%D1%8E%D1%85_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%84%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87
Чертков Юрій Дмитрович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D1%82%D0%BA%D0%BE%D0%B2_%D0%AE%D1%80%D1%96%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Баграєв Микола Георгійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%B3%D1%80%D0%B0%D1%94%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Аркаллаєв Нуруліслам Гаджиєвич	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%90%D1%80%D0%BA%D0%B0%D0%BB%D0%BB%D0%B0%D1%94%D0%B2_%D0%9D%D1%83%D1%80%D1%83%D0%BB%D1%96%D1%81%D0%BB%D0%B0%D0%BC_%D0%93%D0%B0%D0%B4%D0%B6%D0%B8%D1%94%D0%B2%D0%B8%D1%87
Пригодський Антон Вікентійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D0%B4%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%92%D1%96%D0%BA%D0%B5%D0%BD%D1%82%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Васильєв Геннадій Андрійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D1%94%D0%B2_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%96%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Шаблатович Олег Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Продивус Володимир Степанович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B4%D0%B8%D0%B2%D1%83%D1%81_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Щербань Артем Володимирович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A9%D0%B5%D1%80%D0%B1%D0%B0%D0%BD%D1%8C_%D0%90%D1%80%D1%82%D0%B5%D0%BC_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Калюжний Віталій Анатолійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8E%D0%B6%D0%BD%D0%B8%D0%B9_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Кінах Анатолій Кирилович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9A%D1%96%D0%BD%D0%B0%D1%85_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Богословська Інна Германівна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%86%D0%BD%D0%BD%D0%B0_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0
Мельник Станіслав Анатолійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Малишев Володимир Степанович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B8%D1%88%D0%B5%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Мироненко Михайло Іванович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Волков Олександр Анатолійович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Мельничук Лариса Юріївна	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%87%D1%83%D0%BA_%D0%9B%D0%B0%D1%80%D0%B8%D1%81%D0%B0_%D0%AE%D1%80%D1%96%D1%97%D0%B2%D0%BD%D0%B0
Корж Павло Петрович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B6_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Шатворян Вілен Григорович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D1%82%D0%B2%D0%BE%D1%80%D1%8F%D0%BD_%D0%92%D1%96%D0%BB%D0%B5%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Прасолов Ігор Миколайович	Партія регіонів	Багатомандатний округ	12.12.2012	11.01.2013[9]	https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D1%81%D0%BE%D0%BB%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Пінчук Андрій Павлович	Партія регіонів	Багатомандатний округ	12.12.2012	27.11.2014	https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%BD%D1%87%D1%83%D0%BA_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
