"image.src","image.text","name.href","name.text","index","url"
"http://static.rada.gov.ua/dep_img5/but74.jpg","","http://itd.rada.gov.ua/mps/info/expage/2524/6","Абдуллін Олександр Рафкатович","1","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg12.jpg","","http://itd.rada.gov.ua/mps/info/expage/805/6","Азаров Микола Янович","2","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/kpu17.jpg","","http://itd.rada.gov.ua/mps/info/expage/2110/6","Александровська Алла Олександрівна","3","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/kpu14.jpg","","http://itd.rada.gov.ua/mps/info/expage/5457/6","Алексєєв Ігор Вікторович","4","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg179.jpg","","http://itd.rada.gov.ua/mps/info/expage/8688/6","Андрос Сергій Олександрович","5","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg122.jpg","","http://itd.rada.gov.ua/mps/info/expage/8716/6","Антемюк Анатолій Дмитрович","6","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg126.jpg","","http://itd.rada.gov.ua/mps/info/expage/3148/6","Антипенко Ірина Вікторівна","7","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/but32.jpg","","http://itd.rada.gov.ua/mps/info/expage/8689/6","Антіпов Олег Миколайович","8","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu56.jpg","","http://itd.rada.gov.ua/mps/info/expage/8717/6","Аржевітін Станіслав Михайлович","9","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg72.jpg","","http://itd.rada.gov.ua/mps/info/expage/8718/6","Аркаллаєв Нуруліслам Гаджиєвич","10","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu55.jpg","","http://itd.rada.gov.ua/mps/info/expage/5556/6","Артеменко Юрій Анатолійович","11","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg7.jpg","","http://itd.rada.gov.ua/mps/info/expage/8719/6","Ахметов Рінат Леонідович","12","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/kpu21.jpg","","http://itd.rada.gov.ua/mps/info/expage/2337/6","Бабурін Олексій Васильович","13","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/but45.jpg","","http://itd.rada.gov.ua/mps/info/expage/5424/6","Баграєв Микола Георгійович","14","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/spu20.jpg","","http://itd.rada.gov.ua/mps/info/expage/4270/6","Баранівський Олександр Петрович","15","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg33.jpg","","http://itd.rada.gov.ua/mps/info/expage/5520/6","Бахтеєва Тетяна Дмитрівна","16","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg60.jpg","","http://itd.rada.gov.ua/mps/info/expage/8720/6","Бевзенко Валерій Федорович","17","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu23.jpg","","http://itd.rada.gov.ua/mps/info/expage/665/6","Безсмертний Роман Петрович","18","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg155.jpg","","http://itd.rada.gov.ua/mps/info/expage/8721/6","Берташ Василь Михайлович","19","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu15.jpg","","http://itd.rada.gov.ua/mps/info/expage/2174/6","Беспалий Борис Якович","20","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu83.jpg","","http://itd.rada.gov.ua/mps/info/expage/5508/6","Бичков Сергій Анатолійович","21","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg178.jpg","","http://itd.rada.gov.ua/mps/info/expage/8722/6","Біба Василь Тимофійович","22","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg207.jpg","","http://itd.rada.gov.ua/mps/info/expage/10427/6","Білаш Борис Федорович","23","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg31.jpg","","http://itd.rada.gov.ua/mps/info/expage/8723/6","Білий Олексій Петрович","24","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu19.jpg","","http://itd.rada.gov.ua/mps/info/expage/5503/6","Білозір Оксана Володимирівна","25","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/but11.jpg","","http://itd.rada.gov.ua/mps/info/expage/2083/6","Білорус Олег Григорович","26","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/but111.jpg","","http://itd.rada.gov.ua/mps/info/expage/4403/6","Бірюк Лев Васильович","27","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg6.jpg","","http://itd.rada.gov.ua/mps/info/expage/3469/6","Богатирьова Раїса Василівна","28","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/spu34.jpg","","http://itd.rada.gov.ua/mps/info/expage/9778/6","Богачук Василь Степанович","29","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/nu76.jpg","","http://itd.rada.gov.ua/mps/info/expage/3951/6","Богашева Наталія Владиславівна","30","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg5.jpg","","http://itd.rada.gov.ua/mps/info/expage/8725/6","Богуслаєв Вячеслав Олександрович","31","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/but126.jpg","","http://itd.rada.gov.ua/mps/info/expage/4048/6","Боднар-Петровська Ольга Борисівна","32","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/spu8.jpg","","http://itd.rada.gov.ua/mps/info/expage/5471/6","Бойко Володимир Семенович","33","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/spu7.jpg","","http://itd.rada.gov.ua/mps/info/expage/2180/6","Бокий Іван Сидорович","34","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
"http://static.rada.gov.ua/dep_img5/reg162.jpg","","http://itd.rada.gov.ua/mps/info/expage/809/6","Болдирєв Юрій Олександрович","35","http://w1.c1.rada.gov.ua/pls/site2/fetch_mps?skl_id=6"
